Method,Path,Body,single_q,double_q,dashes,braces,spaces,badwords,class
POST,b'/cdb?ptv=141&profileId=185&av=36&wv=8.10.0&cb=29079356528',"b'{""publisher"":{""url"":""https://www.telegram.com/"",""networkid"":1493},""slots"":[{""slotid"":""68a2153b1786143"",""impid"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6"",""transactionid"":""8743b207-7fa9-4d49-8b96-acdd85581b77"",""sizes"":[""728x90""],""position"":{""top"":6973.27490234375,""left"":395.6000061035156},""ext"":{""data"":{""adserver"":{""adslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""name"":""gam""},""pbadslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1""},""gpid"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""tid"":""8743b207-7fa9-4d49-8b96-acdd85581b77""}}],""user"":{""ext"":{""data"":{""contentLanguage"":""en-US"",""navigatorLanguage"":""en-US"",""orientation"":""landscape-primary"",""windowInnerWidth"":1536,""windowInnerHeight"":730,""pageWidth"":1519,""pageHeight"":7787,""sessionDuration"":66001.79999999981},""device"":{""w"":1536,""h"":864}},""uspIab"":""1---""},""site"":{""name"":""The Worcester Telegram & Gazette"",""domain"":""telegram.com"",""cat"":[],""sectioncat"":[],""keywords"":"""",""ext"":{""data"":{""section"":[""homepage""],""subsection"":[""""]}},""page"":""https://www.telegram.com/""},""viewport"":{""width"":1536,""height"":730,""scrollTop"":0,""scrollLeft"":0},""tmax"":1600,""auctionStart"":1700595221264,""id"":""34d2f643-a44e-4ba3-8c4c-5f790a8467ad"",""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""42613ae5-6656-4c70-918e-bdb267485339"",""atype"":1}]}],""source"":{""tid"":""5705e817-cd6d-4fa1-9699-e10589ebb90c""}}'",0,168,1,0,4,1,1
GET,b'/e/dtb/bid?src=3062&u=https%3A%2F%2Fwww.telegram.com%2F&pr=https%3A%2F%2Fwww.telegram.com%2F&pid=qWtzD0MaTVVxY&cb=2&ws=1536x730&v=23.1108.2350&t=1500&slots=%5B%7B%22sd%22%3A%22ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F7103%2Fma-worcester-C6718%2Fleaderboard_btf%2Fhomepage%231%22%7D%5D&pj=%7B%22us_privacy%22%3A%221---%22%7D&cfgv=1&gdprl=%7B%22status%22%3A%22no-cmp%22%7D&vm=%7B%22ids%22%3A%7B%22pubcommon%22%3A%220f574b50-4a08-48cb-938c-52fc92bf482b%22%7D%7D',b'',0,0,1,0,0,0,1
POST,b'/csm/events',"b'{""requestId"":""34d2f643-a44e-4ba3-8c4c-5f790a8467ad"",""events"":[{""eventId"":""AdapterBidStart"",""elapsed"":0},{""eventId"":""CdbCallStart"",""elapsed"":1},{""eventId"":""CdbCallEnd"",""elapsed"":440},{""eventId"":""AdapterBidEnd"",""elapsed"":440},{""eventId"":""UserReturnTime"",""elapsed"":32586}]}'",0,36,0,0,0,0,1
GET,b'/gampad/ads?pvsid=1639779885541514&correlator=2948267725078037&eid=31079312%2C31079695%2C31061691%2C31061693%2C31078663%2C31078665%2C31078668%2C31078670&output=ldjh&gdfp_req=1&vrg=202311140101&ptt=17&impl=fifs&us_privacy=1---&tfcd=0&iu_parts=7103%2Cma-worcester-C6718%2Cleaderboard_btf%2Chomepage&enc_prev_ius=0%2F1%2F2%2F3&prev_iu_szs=728x90&ifi=6&sfv=1-0-40&rcs=2&eri=1&sc=1&cookie=ID%3D67e28f5b4f788c41%3AT%3D1700592621%3ART%3D1700594895%3AS%3DALNI_MaZ4qLi-ESqM0K9Ke5rJMJ8fZ7_0g&gpic=UID%3D00000c922c1e69d7%3AT%3D1700592621%3ART%3D1700594895%3AS%3DALNI_MY_F4ot27lURvQ166sfOoVfIVlNfA&abxe=1&dt=1700595221932&lmt=1700595221&adxs=396&adys=6973&biw=1519&bih=730&scr_x=0&scr_y=0&btvi=4&ucis=4&oid=2&u_his=2&u_h=864&u_w=1536&u_ah=816&u_aw=1536&u_cd=24&u_sd=1.25&u_tz=330&dmc=8&bc=31&nvt=2&uach=WyJXaW5kb3dzIiwiIiwiIiwiIiwiIixudWxsLDAsbnVsbCwiIixudWxsLDBd&url=https%3A%2F%2Fwww.telegram.com%2F&ref=https%3A%2F%2Fwww.telegram.com%2F&rumc=1639779885541514&rume=1&vis=2&psz=880x108&msz=728x90&fws=4&ohw=728&psts=AOrYGskAmpbKyJ7qHCQl_BNESX-ELrDoDmUiQrWYox1T0KxrCq_g_ZQukvJ0eQifw5cEU4qCtPc8tFsk2v8fbD42DfN32Yc%2CAOrYGslXqzWxZnMwa10HhsoG5C0a%2CAOrYGslXqzWxZnMwa10HhsoG5C0a&ga_vid=1668597486.1700592620627&ga_sid=1700595157&ga_hid=1608231550&ga_fc=true&td=1&topics=3&tps=3&htps=10&a3p=Eh0KDmVzcC5jcml0ZW8uY29tGK2v4Jm_MUgAUgIIZA..&nt=1&psd=WzE1LFsyLFtbIjcxMDMvbWEtd29yY2VzdGVyLUM2NzE4L2xlYWRlcmJvYXJkX2J0Zi9ob21lcGFnZSIsW11dXV0sbnVsbCwzXQ..&dlt=1700595155678&idt=92&ppid=42613ae5-6656-4c70-918e-bdb267485339&prev_scp=position%3Dleaderboard_btf%26adCount%3D1%26id%3Db99e0976-88a4-11ee-8035-0a53811b8efa%26navigationtype%3Dadrefresh-off&cust_params=aam_props%3Dtangent-desktop%257Cdesktop%257Chomefront%26alerttype%3D%26build%3Dtangent-desktop%26cst_section%3Dhomepage%26features%3Dnoautoplay%252CheavyAds%26gnt_sb%3D2%26gnt_ub%3D7%26hls%3Dhttps%253A%252F%252Fwww.telegram.com%252Fgcdn%252Fgannett-web%252Fapps%252Fteal%252Fdist%252Fvendor%252Fhls%252Fhls.1.2.8.min.js%26navigationtype%3Dpagerefresh-off%26pageType%3Dhome-front%26privacy%3DNA%26property%3DNTEG%26referrer%3Dtelegram.com%252F%26sitepage%3DNTEG%252Fhome%26ssts_section%3Dhome%26userguid%3D42613ae5-6656-4c70-918e-bdb267485339%26utm_props%3D%257C%257C%26variant%3Dad-control%252Cst95%26fr%3Dfalse%26adt%3DveryLow%26alc%3DveryLow%26dlm%3DveryLow%26drg%3DveryLow%26hat%3DveryLow%26off%3DveryLow%26vio%3DveryLow%26ias-kw%3DIAS_3006644_PG%26ss%3Dnon%252Ca%26swgt%3Dna%26dolookalike%3DNA%26user_traits%3DAnonInfinityLow%253A2%253Aout-market&adks=2536367243&frm=20',b'',0,0,1,0,0,1,1
POST,b'/gannettdigital-telegram/log/3/perf?tvi48=10143&tvi50=11906&route=HK%3AIL%3AV&lti=deflated',b'ri=63935338f0cd54def8eb67afcdf16786&sd=v2_11b85d8fefc914ebf2a80c5fcfcf39cc_47f0fe82-6d08-48aa-bad0-1aad03377859-tuctc56752b_1700592620_1700595156_CIi3jgYQ0vxMGICI-5q_MSAHKAMwZziY0QpA3o8QSMvW8QNQ____________AVgAYABoi7KQoMnujt4ucAE&ui=47f0fe82-6d08-48aa-bad0-1aad03377859-tuctc56752b&pi=%2F&wi=1259362818905553127&pt=home&vi=1700595155968&cv=20231121-7-RELEASE&networkId=gannett-network&lt=deflated&data=%7B%22measurements%22%3A%22%5B%7B%5C%22name%5C%22%3A%5C%22generalMeasure_documentReady%5C%22%2C%5C%22entryType%5C%22%3A%5C%22measure%5C%22%2C%5C%22startTime%5C%22%3A42944.60000000009%2C%5C%22duration%5C%22%3A0%7D%2C%7B%5C%22name%5C%22%3A%5C%22generalMeasure_ELMAX_4%5C%22%2C%5C%22entryType%5C%22%3A%5C%22measure%5C%22%2C%5C%22startTime%5C%22%3A66997.6000000001%2C%5C%22duration%5C%22%3A21997.899999999907%7D%2C%7B%5C%22name%5C%22%3A%5C%22generalMeasure_ELAVG_4%5C%22%2C%5C%22entryType%5C%22%3A%5C%22measure%5C%22%2C%5C%22startTime%5C%22%3A66997.6000000001%2C%5C%22duration%5C%22%3A8000.766666666605%7D%2C%7B%5C%22name%5C%22%3A%5C%22generalMeasure_ELMAX_3%5C%22%2C%5C%22entryType%5C%22%3A%5C%22measure%5C%22%2C%5C%22startTime%5C%22%3A42989.5%2C%5C%22duration%5C%22%3A35998.5%7D%2C%7B%5C%22name%5C%22%3A%5C%22generalMeasure_ELAVG_3%5C%22%2C%5C%22entryType%5C%22%3A%5C%22measure%5C%22%2C%5C%22startTime%5C%22%3A42989.5%2C%5C%22duration%5C%22%3A35998.5%7D%2C%7B%5C%22name%5C%22%3A%5C%22generalMeasure_ELMAX_2%5C%22%2C%5C%22entryType%5C%22%3A%5C%22measure%5C%22%2C%5C%22startTime%5C%22%3A10998.899999999907%2C%5C%22duration%5C%22%3A1990.5%7D%2C%7B%5C%22name%5C%22%3A%5C%22generalMeasure_ELAVG_2%5C%22%2C%5C%22entryType%5C%22%3A%5C%22measure%5C%22%2C%5C%22startTime%5C%22%3A10998.899999999907%2C%5C%22duration%5C%22%3A1990.5%7D%5D%22%2C%22dict%22%3A%22%7B%5C%220%5C%22%3A%5C%22~~%40~~%5C%22%2C%5C%22111578637%5C%22%3A%5C%22~~%40~~userx%5C%22%2C%5C%22138234501%5C%22%3A%5C%22~~%40~~feed-card-placeholder%5C%22%2C%5C%22390970767%5C%22%3A%5C%22handleLoadResponse~~%40~~%5C%22%2C%5C%22442383982%5C%22%3A%5C%22~~%40~~article-detection%5C%22%2C%5C%22612387012%5C%22%3A%5C%22~~%40~~1700595158261%5C%22%2C%5C%22612387013%5C%22%3A%5C%22~~%40~~1700595158262%5C%22%2C%5C%22612387014%5C%22%3A%5C%22~~%40~~1700595158263%5C%22%2C%5C%22733670571%5C%22%3A%5C%22~~%40~~distance-from-article%5C%22%2C%5C%221018837982%5C%22%3A%5C%22thumbnails-feed-desktop-03~~%40~~1826b32656fbc67c562e20582abc4bb4%5C%22%2C%5C%221204732688%5C%22%3A%5C%22Ellipsis~~%40~~all%5C%22%2C%5C%221670631494%5C%22%3A%5C%22RealTimeUserSyncMain~~%40~~0%5C%22%2C%5C%221748517868%5C%22%3A%5C%22thumbnails-feed-desktop-03~~%40~~dea20ad8772598ce5702d54a65422fef%5C%22%2C%5C%221895504606%5C%22%3A%5C%22thumbnails-feed-original-03~~%40~~51ab73e2406c8c1944064d2e1860a0f3%5C%22%2C%5C%22-293262738%5C%22%3A%5C%22Below_Homepage_Feed_-_Feed_Redesign~~%40~~0%5C%22%2C%5C%22-694457877%5C%22%3A%5C%22Right_Rail_Home_Thumbnails_-_Redesign~~%40~~0%5C%22%2C%5C%22-1127827963%5C%22%3A%5C%22~~%40~~google-topics-api%5C%22%2C%5C%22-1399777350%5C%22%3A%5C%22RealTimeUserSyncCallback~~%40~~0%5C%22%2C%5C%22-1021499608%5C%22%3A%5C%22TrcPv3~~%40~~undefined%5C%22%2C%5C%22-1781807320%5C%22%3A%5C%22TrcPv3~~%40~~%5C%22%2C%5C%22-77814859%5C%22%3A%5C%22exchange-thumbnails-desktop-deal-03~~%40~~b930328ee8076f4c52fcbaeec90d0024%5C%22%2C%5C%22-1131003350%5C%22%3A%5C%22exchange-thumbnails-desktop-a-03~~%40~~3f7d32d5cc095c32b25a19d0d23a9ca3%5C%22%2C%5C%22-181332853%5C%22%3A%5C%22~~%40~~firstImage%5C%22%7D%22%7D&tim=01%3A03%3A42.262&id=2942&llvl=2',0,0,0,0,0,0,1
GET,b'/td/auctionwinner?status=nowinner&winner_qid=CIay__Dq1YIDFclRnQkdGCcNNg&xfpQid=CIes_fDq1YIDFclRnQkdGCcNNg&ecrs=Aee5mYw4a7DaPTMUsaNvjD0mNcn5ghf2uQ9tNt1R7d1hKcfdAghuvw3TimchuhAgHrQiUtHnyF9v-UucO5iAyDGemNTfZuts-CZoIasdTPTmNU8sPOAp6G6zkBVnZF8vOvTpD_KZZHjZfclJRh4LUiXlOsaVUY4__8K8Js0vd9n1jRmm1Qj9epPcnCMzYdo6Vhe21ivxf2FU1wGjf9BUUm5M_WZno85gzSP8GECa_k8dLAePcLyw23HmMUZu0sI4W6BHRXiUCUST5VZ_BeejjVpj4N9Iuw1FA3DejrQV1XvEu8R-Ey36XP-jj6taIACkurxKnsYoVYCorE5J5IexDeZp9_uQgYoXPHuRmuHyvo39U3xezyCeyuJusKYEwJa1JcetBnJnqGpOWtE-yX7dOdffevghiWCeXgxYD2nfHkUYVGZlNXl1DZQ5QReINZeHlr-45vbYF9t2QCMf79w6KNsdwKG9AzxChSPdSUigIL_DgP6IYl82uT69x9746tBvQMuVzL2k_KyaG2xjOwqYIJyuQBdz5DDb6lAGQTBLd0LagXs1FZkwfeWIRV-pu03Vyz5w44RUY1551EoXaItq7qM1D8dWnorXuwGtJaIzlC9qjTHjSBSNJXqOoqmD0CGPf7sT67JCflc54BHt1uKatfHYl1KpKShWeWnzeC851A1JpfAIOcLCpb906p0ot5TYGz4dbmWXVWntNiBaC1Cx9Pk9pvYB6CHHpsv0XAaJTmZCaDGcMkE4g-JViZG456e-ZguAWHIdY66_Sh0jFsjzJdt7rKh2EsRps85q-nwpN58jEMbJmx9wlMD4cIM7_GvSvor1g4NZebNqQMxNvXzokbsDIEPvve6GPDpkZry-MbcRm8lguNnj8hPrxotcWlszhJzvCywY3lqjKe14EtAfKcS54WWCqkXZ3t-qIDqcfOsnbg9QKQ5lIkMPu6jn1hKJvZDZ93UxI9CWn1-O905W7tGqDc79NM4hGjsYhnBwGzXz3cvCDuQPFnDn&cid=CAQSTQDICaaN39dS28TTi5EtZ2moJ3SAFCf77X-R4-feq1sq2uLFs1oSj65cVCR53Qeg7jGEo3A60WqkowNltAqsowCoJWmr7beBPFwXNAdjGAE&applied_timeout_ms=0&duration_ms=2',b'',0,0,0,0,0,0,1
GET,b'/_online?1700595251263',b'',0,0,0,0,0,0,1
GET,b'/e/dtb/bid?src=3062&u=https%3A%2F%2Fwww.telegram.com%2F&pr=https%3A%2F%2Fwww.telegram.com%2F&pid=qWtzD0MaTVVxY&cb=3&ws=1536x730&v=23.1108.2350&t=1500&slots=%5B%7B%22sd%22%3A%22ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F7103%2Fma-worcester-C6718%2Fleaderboard_btf%2Fhomepage%231%22%7D%5D&pj=%7B%22us_privacy%22%3A%221---%22%7D&cfgv=1&gdprl=%7B%22status%22%3A%22no-cmp%22%7D&vm=%7B%22ids%22%3A%7B%22pubcommon%22%3A%220f574b50-4a08-48cb-938c-52fc92bf482b%22%7D%7D',b'',0,0,1,0,0,0,1
POST,b'/pbd/openrtb2/auction',"b'{""imp"":[{""ext"":{""data"":{""adserver"":{""adslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""name"":""gam""},""pbadslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1""},""gpid"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""tid"":""055320ea-28b8-4598-95a4-8684c5195697"",""prebid"":{""bidder"":{""ix"":{""s"":[728,90],""siteId"":""196727"",""size"":[728,90]},""pulsepoint"":{""s"":[728,90],""ct"":758239,""cp"":562748},""rubicon"":{""siteId"":37664,""zoneId"":159194,""accountId"":11324,""inventory"":{""domain"":[""telegram.com""],""section"":[""homepage""],""subsection"":[""""]}}},""adunitcode"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6""}},""id"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6"",""banner"":{""topframe"":1,""format"":[{""w"":728,""h"":90}],""pos"":0}}],""site"":{""name"":""The Worcester Telegram & Gazette"",""domain"":""telegram.com"",""cat"":[],""sectioncat"":[],""keywords"":"""",""ext"":{""data"":{""section"":[""homepage""],""subsection"":[""""]}},""page"":""https://www.telegram.com/"",""publisher"":{""id"":""12345""}},""regs"":{""ext"":{""us_privacy"":""1---""}},""ext"":{""prebid"":{""auctiontimestamp"":1700595253274,""targeting"":{""includewinners"":true,""includebidderkeys"":false},""aliases"":{""appnexusAst"":""appnexus"",""colossusssp"":""colossus"",""yahoossp"":""yahooAds""},""channel"":{""name"":""pbjs"",""version"":""v8.10.0""}}},""id"":""9df81d48-358a-40a0-afb0-9495d562fcf5"",""test"":0,""user"":{""ext"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""42613ae5-6656-4c70-918e-bdb267485339"",""atype"":1}]}]}},""tmax"":1000}'",0,202,1,0,4,1,1
POST,b'/cdb?ptv=141&profileId=185&av=36&wv=8.10.0&cb=82293465574',"b'{""publisher"":{""url"":""https://www.telegram.com/"",""networkid"":1493},""slots"":[{""slotid"":""76ea282cecfc6b"",""impid"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6"",""transactionid"":""055320ea-28b8-4598-95a4-8684c5195697"",""sizes"":[""728x90""],""position"":{""top"":6973.27490234375,""left"":395.6000061035156},""ext"":{""data"":{""adserver"":{""adslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""name"":""gam""},""pbadslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1""},""gpid"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""tid"":""055320ea-28b8-4598-95a4-8684c5195697""}}],""user"":{""ext"":{""data"":{""contentLanguage"":""en-US"",""navigatorLanguage"":""en-US"",""orientation"":""landscape-primary"",""windowInnerWidth"":1536,""windowInnerHeight"":730,""pageWidth"":1519,""pageHeight"":7787,""sessionDuration"":98012.8999999999},""device"":{""w"":1536,""h"":864}},""uspIab"":""1---""},""site"":{""name"":""The Worcester Telegram & Gazette"",""domain"":""telegram.com"",""cat"":[],""sectioncat"":[],""keywords"":"""",""ext"":{""data"":{""section"":[""homepage""],""subsection"":[""""]}},""page"":""https://www.telegram.com/""},""viewport"":{""width"":1536,""height"":730,""scrollTop"":0,""scrollLeft"":0},""tmax"":1600,""auctionStart"":1700595253275,""id"":""86dc0854-fad5-44fa-b4da-4214620498c2"",""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""42613ae5-6656-4c70-918e-bdb267485339"",""atype"":1}]}],""source"":{""tid"":""e4e3cea1-93bf-43aa-8f8e-5440ed906a13""}}'",0,168,1,0,4,1,1
POST,b'/csm/events',"b'{""requestId"":""86dc0854-fad5-44fa-b4da-4214620498c2"",""events"":[{""eventId"":""AdapterBidStart"",""elapsed"":0},{""eventId"":""CdbCallStart"",""elapsed"":1},{""eventId"":""CdbCallEnd"",""elapsed"":463},{""eventId"":""AdapterBidEnd"",""elapsed"":463},{""eventId"":""UserReturnTime"",""elapsed"":32034}]}'",0,36,0,0,0,0,1
GET,b'/gampad/ads?pvsid=1639779885541514&correlator=2948267725078037&eid=31079312%2C31079695%2C31061691%2C31061693%2C31078663%2C31078665%2C31078668%2C31078670&output=ldjh&gdfp_req=1&vrg=202311140101&ptt=17&impl=fifs&us_privacy=1---&tfcd=0&iu_parts=7103%2Cma-worcester-C6718%2Cleaderboard_btf%2Chomepage&enc_prev_ius=0%2F1%2F2%2F3&prev_iu_szs=728x90&ifi=7&sfv=1-0-40&rcs=3&eri=1&sc=1&cookie=ID%3D67e28f5b4f788c41%3AT%3D1700592621%3ART%3D1700595222%3AS%3DALNI_MaZ4qLi-ESqM0K9Ke5rJMJ8fZ7_0g&gpic=UID%3D00000c922c1e69d7%3AT%3D1700592621%3ART%3D1700595222%3AS%3DALNI_MY_F4ot27lURvQ166sfOoVfIVlNfA&abxe=1&dt=1700595253769&lmt=1700595253&adxs=396&adys=6973&biw=1519&bih=730&scr_x=0&scr_y=0&btvi=5&ucis=4&oid=2&u_his=2&u_h=864&u_w=1536&u_ah=816&u_aw=1536&u_cd=24&u_sd=1.25&u_tz=330&dmc=8&bc=31&nvt=2&uach=WyJXaW5kb3dzIiwiIiwiIiwiIiwiIixudWxsLDAsbnVsbCwiIixudWxsLDBd&url=https%3A%2F%2Fwww.telegram.com%2F&ref=https%3A%2F%2Fwww.telegram.com%2F&rumc=1639779885541514&rume=1&vis=2&psz=880x108&msz=728x90&fws=4&ohw=728&psts=AOrYGskAmpbKyJ7qHCQl_BNESX-ELrDoDmUiQrWYox1T0KxrCq_g_ZQukvJ0eQifw5cEU4qCtPc8tFsk2v8fbD42DfN32Yc%2CAOrYGslXqzWxZnMwa10HhsoG5C0a%2CAOrYGslXqzWxZnMwa10HhsoG5C0a&ga_vid=1668597486.1700592620627&ga_sid=1700595157&ga_hid=1608231550&ga_fc=true&td=1&topics=3&tps=3&htps=10&a3p=Eh0KDmVzcC5jcml0ZW8uY29tGK2v4Jm_MUgAUgIIZA..&nt=1&psd=WzE1LFsyLFtbIjcxMDMvbWEtd29yY2VzdGVyLUM2NzE4L2xlYWRlcmJvYXJkX2J0Zi9ob21lcGFnZSIsW11dXV0sbnVsbCwzXQ..&dlt=1700595155678&idt=92&ppid=42613ae5-6656-4c70-918e-bdb267485339&prev_scp=position%3Dleaderboard_btf%26adCount%3D1%26id%3Db99e0976-88a4-11ee-8035-0a53811b8efa%26navigationtype%3Dadrefresh-off&cust_params=aam_props%3Dtangent-desktop%257Cdesktop%257Chomefront%26alerttype%3D%26build%3Dtangent-desktop%26cst_section%3Dhomepage%26features%3Dnoautoplay%252CheavyAds%26gnt_sb%3D2%26gnt_ub%3D7%26hls%3Dhttps%253A%252F%252Fwww.telegram.com%252Fgcdn%252Fgannett-web%252Fapps%252Fteal%252Fdist%252Fvendor%252Fhls%252Fhls.1.2.8.min.js%26navigationtype%3Dpagerefresh-off%26pageType%3Dhome-front%26privacy%3DNA%26property%3DNTEG%26referrer%3Dtelegram.com%252F%26sitepage%3DNTEG%252Fhome%26ssts_section%3Dhome%26userguid%3D42613ae5-6656-4c70-918e-bdb267485339%26utm_props%3D%257C%257C%26variant%3Dad-control%252Cst95%26fr%3Dfalse%26adt%3DveryLow%26alc%3DveryLow%26dlm%3DveryLow%26drg%3DveryLow%26hat%3DveryLow%26off%3DveryLow%26vio%3DveryLow%26ias-kw%3DIAS_3006644_PG%26ss%3Dnon%252Ca%26swgt%3Dna%26dolookalike%3DNA%26user_traits%3DAnonInfinityLow%253A2%253Aout-market&adks=2536367243&frm=20',b'',0,0,1,0,0,1,1
GET,b'/td/auctionwinner?status=nowinner&winner_qid=CJ_Km4Dr1YIDFQBRnQkd3ukL6g&xfpQid=CI2XmYDr1YIDFQBRnQkd3ukL6g&ecrs=Aee5mYyZrWYvWSdwU6jH4dY09bwgAzr3MDStCfjn6XZJ9-oqEhwiJW4lMuILBlO6tIscNgjPnZZGDYhqzBjtnfMlR9OYVEvMtKP2N8hgv2zMEJlxtAdIs6KLcRg64Hv4CRW8V7Q6D5uHq0E8FGPtEzmwBcUaWmlpt1_9E8nej7nViQYhTbhKm_TGcumC819vvoe6n7Opv_ovNDQoCxHl_VE_bShxYWdLRjSpfEWYwlmOVGouAOL9FBO-8gdh7iRryTV0kdS65bts-ix3CrEqSMS_iuSEGWTYDKEEUc-sSnn__2zUKXzwNXetsT9t1Pb8Yo7qex7V9jrQNCkUuSFr3KoqU-HIstLTVmpZiKBypcu5KgmSyBo4d3Qn9nconupWYoi6SaHQUQdELKuYmzbzxv_O66c2usUnKAypz3Nys2AIjp36UQCMP90R6zPWl4WwvAQFry91khzyj3cYT7TY-AwaQ3hXIBAbnEf7Q3KV5burBUxCuweI9FmrSVRkkh29mUsOJfBdwZZc3Igz-WNlTnieXANTHBoUcDn56GYsUFHLdLawHLtMNjf01uij3X4GDVzMmrRPJQpvbzLJTVto05fnWH23YpYCcofhCafioyN7XUbHGOoZc0zvxT5q8XYG47vBZUozd16mXRLTfYeQ4XF-7jXM05cuEvYno5bmDDDbs6Zhn5uC7bKq7d-42shWwY3B74zTDeCQ5FG8nrOg-cpNmRpORMrjSoB-GSbPbE16Ebb5D2oQAMViDiYURt_olnfZOHk4NIWwFnVeOf8QGaPK6uBuvS-rYSn8H95bZTKrdwHwDbiY9jpsf_BOwghk648X3Uca-D1nbZZIu9MUMNPedIDPu5rf5DyYfTjEYvaErl8g4YODRnwUq7BEcqMV--KHyf-OAl5EhsWktPH0WrI_blQCBrZnoOD9of25kTOV8vIfcWR1-ZBtYTygg-BiYBfCx0KYeT9cYLmosVp3wypsUqyBWE1DX9h70SAegP4iruKfcGmQAhQz&cid=CAQSTQDICaaNS69Yi3OIczwbJ4efql1Yp7Na1yjGfjoB0LBAhp5HyRUASlf-NJV-15OnTtOlUdFKBwmq6N3Ih8lnLA7lYGFdLZSAIYeRr0SbGAE&applied_timeout_ms=0&duration_ms=2',b'',0,0,1,0,0,0,1
GET,b'/_online?1700595276262',b'',0,0,0,0,0,0,1
